,annotation,plate.barcode,subannotation,tissue
I1.MAA001889.3_38_F.1.1,natural_killer_cells,,,Lung
L14.MAA001889.3_38_F.1.1,aveolar_epithelial_cells,,type_ii,Lung
F14.MAA001889.3_38_F.1.1,dendritic_cells,,,Lung
G20.MAA001889.3_38_F.1.1,stromal_cells,,type_i,Lung
M19.MAA001889.3_38_F.1.1,stromal_cells,,type_i,Lung
E12.MAA001889.3_38_F.1.1,interstital_macrophages,,,Lung
F15.MAA001889.3_38_F.1.1,interstital_macrophages,,,Lung
L15.MAA001889.3_38_F.1.1,aveolar_epithelial_cells,,type_ii,Lung
O1.MAA001889.3_38_F.1.1,monocytes,,,Lung
I2.MAA001889.3_38_F.1.1,interstital_macrophages,,,Lung
J6.MAA001889.3_38_F.1.1,endothelial_cells,,type_i,Lung
K12.MAA001889.3_38_F.1.1,t_cells,,,Lung
D6.MAA001889.3_38_F.1.1,unknown_immune_is,,,Lung
H1.MAA001889.3_38_F.1.1,t_cells,,,Lung
I5.MAA001889.3_38_F.1.1,monocytes,,,Lung
K13.MAA001889.3_38_F.1.1,interstital_macrophages,,,Lung
D7.MAA001889.3_38_F.1.1,endothelial_cells,,type_iv,Lung
L16.MAA001889.3_38_F.1.1,b_cells,,,Lung
M21.MAA001889.3_38_F.1.1,stromal_cells,,type_i,Lung
O2.MAA001889.3_38_F.1.1,stromal_cells,,type_iv,Lung
P8.MAA001889.3_38_F.1.1,t_cells,,,Lung
O5.MAA001889.3_38_F.1.1,interstital_macrophages,,,Lung
P9.MAA001889.3_38_F.1.1,b_cells,,,Lung
H2.MAA001889.3_38_F.1.1,natural_killer_cells,,,Lung
D8.MAA001889.3_38_F.1.1,t_cells,,,Lung
I6.MAA001889.3_38_F.1.1,endothelial_cells,,type_i,Lung
J8.MAA001889.3_38_F.1.1,monocytes,,,Lung
N1.MAA001889.3_38_F.1.1,stromal_cells,,type_i,Lung
O6.MAA001889.3_38_F.1.1,dendritic_cells,,,Lung
P10.MAA001889.3_38_F.1.1,interstital_macrophages,,,Lung
H3.MAA001889.3_38_F.1.1,interstital_macrophages,,,Lung
H4.MAA001889.3_38_F.1.1,stromal_cells,,type_i,Lung
I8.MAA001889.3_38_F.1.1,monocytes,,,Lung
J10.MAA001889.3_38_F.1.1,aveolar_epithelial_cells,,type_ii,Lung
N2.MAA001889.3_38_F.1.1,stromal_cells,,type_i,Lung
O7.MAA001889.3_38_F.1.1,endothelial_cells,,type_i,Lung
A17.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
C3.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
A16.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
C2.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
A18.MAA001892.3_38_F.1.1,endothelial_cells,,type_ii,Lung
C4.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
A19.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
C5.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
A21.MAA001892.3_38_F.1.1,monocytes,,,Lung
A20.MAA001892.3_38_F.1.1,endothelial_cells,,type_ii,Lung
C6.MAA001892.3_38_F.1.1,endothelial_cells,,type_iv,Lung
C7.MAA001892.3_38_F.1.1,endothelial_cells,,type_ii,Lung
A22.MAA001892.3_38_F.1.1,dendritic_cells,,,Lung
C9.MAA001892.3_38_F.1.1,endothelial_cells,,type_ii,Lung
C10.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
C11.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
A1.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
C12.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
A2.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
C14.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
A3.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
A4.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
A5.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
B13.MAA001892.3_38_F.1.1,t_cells,,,Lung
A6.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
B14.MAA001892.3_38_F.1.1,endothelial_cells,,type_iv,Lung
A7.MAA001892.3_38_F.1.1,endothelial_cells,,type_iv,Lung
B15.MAA001892.3_38_F.1.1,endothelial_cells,,type_iv,Lung
A8.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
B16.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
A9.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
A10.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
B17.MAA001892.3_38_F.1.1,endothelial_cells,,type_iv,Lung
B18.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
A11.MAA001892.3_38_F.1.1,endothelial_cells,,type_ii,Lung
B19.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
A12.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
A13.MAA001892.3_38_F.1.1,endothelial_cells,,type_iv,Lung
B21.MAA001892.3_38_F.1.1,b_cells,,,Lung
B20.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
A14.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
B22.MAA001892.3_38_F.1.1,b_cells,,,Lung
C1.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
D17.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
F7.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
G17.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
N11.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
P1.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
D18.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
J7.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
K17.MAA001892.3_38_F.1.1,endothelial_cells,,type_iv,Lung
M4.MAA001892.3_38_F.1.1,endothelial_cells,,type_ii,Lung
F9.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
G20.MAA001892.3_38_F.1.1,endothelial_cells,,type_iv,Lung
I3.MAA001892.3_38_F.1.1,endothelial_cells,,type_ii,Lung
J9.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
K18.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
M6.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
N12.MAA001892.3_38_F.1.1,endothelial_cells,,type_ii,Lung
P3.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
M7.MAA001892.3_38_F.1.1,stromal_cells,,type_i,Lung
N13.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
P7.MAA001892.3_38_F.1.1,endothelial_cells,,type_ii,Lung
D20.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
D21.MAA001892.3_38_F.1.1,monocytes,,,Lung
F10.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
G21.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
I4.MAA001892.3_38_F.1.1,t_cells,,,Lung
J10.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
K19.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
P8.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
F11.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
H1.MAA001892.3_38_F.1.1,endothelial_cells,,type_ii,Lung
I5.MAA001892.3_38_F.1.1,endothelial_cells,,type_iv,Lung
J11.MAA001892.3_38_F.1.1,endothelial_cells,,type_iv,Lung
K20.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
M8.MAA001892.3_38_F.1.1,endothelial_cells,,type_iv,Lung
N15.MAA001892.3_38_F.1.1,endothelial_cells,,type_iv,Lung
P9.MAA001892.3_38_F.1.1,endothelial_cells,,type_iii,Lung
E1.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
D22.MAA001892.3_38_F.1.1,b_cells,,,Lung
F13.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
H3.MAA001892.3_38_F.1.1,endothelial_cells,,type_ii,Lung
I7.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
F12.MAA001892.3_38_F.1.1,club_cells,,,Lung
I6.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
J12.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
L2.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
M9.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
N16.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
J14.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
E2.MAA001892.3_38_F.1.1,endothelial_cells,,type_ii,Lung
F14.MAA001892.3_38_F.1.1,endothelial_cells,,type_ii,Lung
H4.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
I8.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
J16.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
L5.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
M11.MAA001892.3_38_F.1.1,endothelial_cells,,type_iv,Lung
L4.MAA001892.3_38_F.1.1,endothelial_cells,,type_iv,Lung
M10.MAA001892.3_38_F.1.1,endothelial_cells,,type_iii,Lung
N17.MAA001892.3_38_F.1.1,endothelial_cells,,type_ii,Lung
P10.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
N18.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
F15.MAA001892.3_38_F.1.1,endothelial_cells,,type_iv,Lung
H5.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
I9.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
J17.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
L6.MAA001892.3_38_F.1.1,endothelial_cells,,type_iv,Lung
M12.MAA001892.3_38_F.1.1,endothelial_cells,,type_iv,Lung
N21.MAA001892.3_38_F.1.1,monocytes,,,Lung
P11.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
P12.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
E4.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
F17.MAA001892.3_38_F.1.1,endothelial_cells,,type_ii,Lung
H6.MAA001892.3_38_F.1.1,endothelial_cells,,type_ii,Lung
I10.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
J18.MAA001892.3_38_F.1.1,endothelial_cells,,type_iv,Lung
L7.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
M14.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
O1.MAA001892.3_38_F.1.1,endothelial_cells,,type_ii,Lung
E5.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
F18.MAA001892.3_38_F.1.1,endothelial_cells,,type_ii,Lung
H7.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
I12.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
J19.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
L9.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
M16.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
P16.MAA001892.3_38_F.1.1,endothelial_cells,,type_iv,Lung
O3.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
P17.MAA001892.3_38_F.1.1,endothelial_cells,,type_ii,Lung
F20.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
H8.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
I13.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
J20.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
L10.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
M17.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
O4.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
P18.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
E6.MAA001892.3_38_F.1.1,endothelial_cells,,type_ii,Lung
I14.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
J21.MAA001892.3_38_F.1.1,b_cells,,,Lung
L11.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
M18.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
O5.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
P20.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
E8.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
F21.MAA001892.3_38_F.1.1,monocytes,,,Lung
H9.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
H11.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
I15.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
K1.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
L12.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
M20.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
O6.MAA001892.3_38_F.1.1,endothelial_cells,,type_ii,Lung
P21.MAA001892.3_38_F.1.1,unknown_immune_is,,,Lung
C16.MAA001892.3_38_F.1.1,endothelial_cells,,type_ii,Lung
E9.MAA001892.3_38_F.1.1,stromal_cells,,type_v,Lung
F22.MAA001892.3_38_F.1.1,b_cells,,,Lung
E10.MAA001892.3_38_F.1.1,stromal_cells,,type_v,Lung
G2.MAA001892.3_38_F.1.1,endothelial_cells,,type_ii,Lung
H12.MAA001892.3_38_F.1.1,endothelial_cells,,type_ii,Lung
I17.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
L13.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
M21.MAA001892.3_38_F.1.1,dendritic_cells,,,Lung
O8.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
C18.MAA001892.3_38_F.1.1,endothelial_cells,,type_ii,Lung
E11.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
H13.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
E12.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
G4.MAA001892.3_38_F.1.1,endothelial_cells,,type_ii,Lung
H14.MAA001892.3_38_F.1.1,endothelial_cells,,type_ii,Lung
I19.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
K4.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
L15.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
N1.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
O11.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
O12.MAA001892.3_38_F.1.1,endothelial_cells,,type_iv,Lung
E19.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
G6.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
H16.MAA001892.3_38_F.1.1,endothelial_cells,,type_ii,Lung
D5.MAA001892.3_38_F.1.1,stromal_cells,,type_v,Lung
D7.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
E22.MAA001892.3_38_F.1.1,monocytes,,,Lung
G8.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
H17.MAA001892.3_38_F.1.1,endothelial_cells,,type_ii,Lung
I22.MAA001892.3_38_F.1.1,t_cells,,,Lung
K9.MAA001892.3_38_F.1.1,stromal_cells,,type_v,Lung
L18.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
N5.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
O14.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
O15.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
F2.MAA001892.3_38_F.1.1,stromal_cells,,type_v,Lung
G11.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
H19.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
D12.MAA001892.3_38_F.1.1,endothelial_cells,,type_ii,Lung
O18.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
D14.MAA001892.3_38_F.1.1,endothelial_cells,,type_ii,Lung
F3.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
G13.MAA001892.3_38_F.1.1,stromal_cells,,type_i,Lung
H20.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
J4.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
K14.MAA001892.3_38_F.1.1,endothelial_cells,,type_ii,Lung
M1.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
N8.MAA001892.3_38_F.1.1,endothelial_cells,,type_ii,Lung
K15.MAA001892.3_38_F.1.1,endothelial_cells,,type_iv,Lung
D16.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
M2.MAA001892.3_38_F.1.1,endothelial_cells,,type_ii,Lung
N9.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
O20.MAA001892.3_38_F.1.1,endothelial_cells,,type_iv,Lung
I18.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
K3.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
L14.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
M22.MAA001892.3_38_F.1.1,unknown_immune_is,,,Lung
O9.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
K5.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
L16.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
N2.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
D3.MAA001892.3_38_F.1.1,endothelial_cells,,type_ii,Lung
E15.MAA001892.3_38_F.1.1,endothelial_cells,,type_ii,Lung
G5.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
H15.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
I20.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
I21.MAA001892.3_38_F.1.1,monocytes,,,Lung
K7.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
L17.MAA001892.3_38_F.1.1,endothelial_cells,,type_iv,Lung
N3.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
O13.MAA001892.3_38_F.1.1,endothelial_cells,,type_iv,Lung
K11.MAA001892.3_38_F.1.1,endothelial_cells,,type_iv,Lung
L20.MAA001892.3_38_F.1.1,endothelial_cells,,type_iv,Lung
N6.MAA001892.3_38_F.1.1,endothelial_cells,,type_ii,Lung
D11.MAA001892.3_38_F.1.1,endothelial_cells,,type_iv,Lung
F1.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
G9.MAA001892.3_38_F.1.1,endothelial_cells,,type_iv,Lung
H18.MAA001892.3_38_F.1.1,endothelial_cells,,type_iv,Lung
J1.MAA001892.3_38_F.1.1,endothelial_cells,,type_ii,Lung
J3.MAA001892.3_38_F.1.1,endothelial_cells,,type_ii,Lung
K12.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
L21.MAA001892.3_38_F.1.1,t_cells,,,Lung
N7.MAA001892.3_38_F.1.1,endothelial_cells,,type_ii,Lung
O17.MAA001892.3_38_F.1.1,endothelial_cells,,type_iv,Lung
J5.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
D15.MAA001892.3_38_F.1.1,endothelial_cells,,type_ii,Lung
F4.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
G14.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
H21.MAA001892.3_38_F.1.1,natural_killer_cells,,,Lung
F6.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
G15.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
H22.MAA001892.3_38_F.1.1,unknown_immune_is,,,Lung
J6.MAA001892.3_38_F.1.1,endothelial_cells,,type_iv,Lung
K16.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
M3.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
N10.MAA001892.3_38_F.1.1,endothelial_cells,,type_i,Lung
O21.MAA001892.3_38_F.1.1,dendritic_cells,,,Lung
C1.D043522.3_39_F.1.1,endothelial_cells,,type_ii,Lung
D10.D043522.3_39_F.1.1,endothelial_cells,,type_i,Lung
E22.D043522.3_39_F.1.1,b_cells,,,Lung
G12.D043522.3_39_F.1.1,endothelial_cells,,type_i,Lung
A12.D043522.3_39_F.1.1,endothelial_cells,,type_i,Lung
I4.D043522.3_39_F.1.1,endothelial_cells,,type_ii,Lung
C3.D043522.3_39_F.1.1,endothelial_cells,,type_i,Lung
D11.D043522.3_39_F.1.1,endothelial_cells,,type_iv,Lung
F1.D043522.3_39_F.1.1,endothelial_cells,,type_i,Lung
A14.D043522.3_39_F.1.1,endothelial_cells,,type_i,Lung
I8.D043522.3_39_F.1.1,endothelial_cells,,type_i,Lung
G13.D043522.3_39_F.1.1,endothelial_cells,,type_ii,Lung
A15.D043522.3_39_F.1.1,endothelial_cells,,type_iv,Lung
C4.D043522.3_39_F.1.1,endothelial_cells,,type_i,Lung
D12.D043522.3_39_F.1.1,endothelial_cells,,type_i,Lung
G14.D043522.3_39_F.1.1,endothelial_cells,,type_ii,Lung
I12.D043522.3_39_F.1.1,endothelial_cells,,type_iv,Lung
A16.D043522.3_39_F.1.1,endothelial_cells,,type_ii,Lung
C5.D043522.3_39_F.1.1,endothelial_cells,,type_ii,Lung
D13.D043522.3_39_F.1.1,endothelial_cells,,type_i,Lung
F3.D043522.3_39_F.1.1,endothelial_cells,,type_i,Lung
G15.D043522.3_39_F.1.1,endothelial_cells,,type_i,Lung
I13.D043522.3_39_F.1.1,endothelial_cells,,type_i,Lung
A17.D043522.3_39_F.1.1,endothelial_cells,,type_i,Lung
C6.D043522.3_39_F.1.1,endothelial_cells,,type_i,Lung
D15.D043522.3_39_F.1.1,endothelial_cells,,type_iv,Lung
F4.D043522.3_39_F.1.1,endothelial_cells,,type_ii,Lung
G18.D043522.3_39_F.1.1,endothelial_cells,,type_iv,Lung
I14.D043522.3_39_F.1.1,endothelial_cells,,type_i,Lung
A19.D043522.3_39_F.1.1,endothelial_cells,,type_i,Lung
C7.D043522.3_39_F.1.1,endothelial_cells,,type_i,Lung
D17.D043522.3_39_F.1.1,endothelial_cells,,type_iv,Lung
F5.D043522.3_39_F.1.1,endothelial_cells,,type_i,Lung
G19.D043522.3_39_F.1.1,endothelial_cells,,type_iv,Lung
I15.D043522.3_39_F.1.1,endothelial_cells,,type_i,Lung
A20.D043522.3_39_F.1.1,monocytes,,,Lung
C8.D043522.3_39_F.1.1,endothelial_cells,,type_ii,Lung
D20.D043522.3_39_F.1.1,b_cells,,,Lung
F6.D043522.3_39_F.1.1,endothelial_cells,,type_i,Lung
I16.D043522.3_39_F.1.1,endothelial_cells,,type_i,Lung
A21.D043522.3_39_F.1.1,b_cells,,,Lung
C9.D043522.3_39_F.1.1,endothelial_cells,,type_i,Lung
D21.D043522.3_39_F.1.1,dendritic_cells,,,Lung
F9.D043522.3_39_F.1.1,endothelial_cells,,type_iv,Lung
I19.D043522.3_39_F.1.1,endothelial_cells,,type_i,Lung
A22.D043522.3_39_F.1.1,b_cells,,,Lung
C12.D043522.3_39_F.1.1,endothelial_cells,,type_i,Lung
D22.D043522.3_39_F.1.1,unknown_immune_is,,,Lung
F10.D043522.3_39_F.1.1,endothelial_cells,,type_i,Lung
G22.D043522.3_39_F.1.1,dendritic_cells,,,Lung
I21.D043522.3_39_F.1.1,monocytes,,,Lung
C13.D043522.3_39_F.1.1,endothelial_cells,,type_i,Lung
E1.D043522.3_39_F.1.1,endothelial_cells,,type_i,Lung
F11.D043522.3_39_F.1.1,endothelial_cells,,type_i,Lung
H2.D043522.3_39_F.1.1,endothelial_cells,,type_i,Lung
E2.D043522.3_39_F.1.1,endothelial_cells,,type_iv,Lung
F15.D043522.3_39_F.1.1,endothelial_cells,,type_ii,Lung
H3.D043522.3_39_F.1.1,endothelial_cells,,type_i,Lung
B4.D043522.3_39_F.1.1,endothelial_cells,,type_ii,Lung
C14.D043522.3_39_F.1.1,endothelial_cells,,type_iv,Lung
J2.D043522.3_39_F.1.1,endothelial_cells,,type_i,Lung
B5.D043522.3_39_F.1.1,endothelial_cells,,type_i,Lung
C15.D043522.3_39_F.1.1,endothelial_cells,,type_ii,Lung
E3.D043522.3_39_F.1.1,endothelial_cells,,type_i,Lung
F16.D043522.3_39_F.1.1,endothelial_cells,,type_iv,Lung
H4.D043522.3_39_F.1.1,endothelial_cells,,type_ii,Lung
B6.D043522.3_39_F.1.1,endothelial_cells,,type_ii,Lung
C16.D043522.3_39_F.1.1,endothelial_cells,,type_i,Lung
E4.D043522.3_39_F.1.1,endothelial_cells,,type_i,Lung
F18.D043522.3_39_F.1.1,endothelial_cells,,type_i,Lung
H7.D043522.3_39_F.1.1,endothelial_cells,,type_i,Lung
H9.D043522.3_39_F.1.1,endothelial_cells,,type_i,Lung
B7.D043522.3_39_F.1.1,endothelial_cells,,type_i,Lung
C17.D043522.3_39_F.1.1,endothelial_cells,,type_i,Lung
E5.D043522.3_39_F.1.1,endothelial_cells,,type_i,Lung
F19.D043522.3_39_F.1.1,endothelial_cells,,type_i,Lung
B9.D043522.3_39_F.1.1,endothelial_cells,,type_i,Lung
C18.D043522.3_39_F.1.1,endothelial_cells,,type_i,Lung
E7.D043522.3_39_F.1.1,endothelial_cells,,type_i,Lung
F20.D043522.3_39_F.1.1,b_cells,,,Lung
H10.D043522.3_39_F.1.1,endothelial_cells,,type_i,Lung
A2.D043522.3_39_F.1.1,endothelial_cells,,type_i,Lung
A3.D043522.3_39_F.1.1,endothelial_cells,,type_ii,Lung
B13.D043522.3_39_F.1.1,endothelial_cells,,type_i,Lung
C20.D043522.3_39_F.1.1,unknown_immune_is,,,Lung
E9.D043522.3_39_F.1.1,endothelial_cells,,type_iv,Lung
F21.D043522.3_39_F.1.1,b_cells,,,Lung
H13.D043522.3_39_F.1.1,endothelial_cells,,type_i,Lung
B14.D043522.3_39_F.1.1,endothelial_cells,,type_i,Lung
C21.D043522.3_39_F.1.1,unknown_immune_is,,,Lung
E10.D043522.3_39_F.1.1,endothelial_cells,,type_iv,Lung
F22.D043522.3_39_F.1.1,monocytes,,,Lung
H18.D043522.3_39_F.1.1,endothelial_cells,,type_i,Lung
A4.D043522.3_39_F.1.1,endothelial_cells,,type_ii,Lung
D1.D043522.3_39_F.1.1,endothelial_cells,,type_ii,Lung
E11.D043522.3_39_F.1.1,endothelial_cells,,type_i,Lung
G1.D043522.3_39_F.1.1,endothelial_cells,,type_ii,Lung
H19.D043522.3_39_F.1.1,endothelial_cells,,type_i,Lung
A5.D043522.3_39_F.1.1,endothelial_cells,,type_ii,Lung
B15.D043522.3_39_F.1.1,endothelial_cells,,type_i,Lung
D2.D043522.3_39_F.1.1,endothelial_cells,,type_ii,Lung
E13.D043522.3_39_F.1.1,endothelial_cells,,type_i,Lung
G2.D043522.3_39_F.1.1,endothelial_cells,,type_iv,Lung
H20.D043522.3_39_F.1.1,endothelial_cells,,type_i,Lung
A6.D043522.3_39_F.1.1,endothelial_cells,,type_ii,Lung
B16.D043522.3_39_F.1.1,endothelial_cells,,type_iv,Lung
E15.D043522.3_39_F.1.1,endothelial_cells,,type_i,Lung
G3.D043522.3_39_F.1.1,endothelial_cells,,type_ii,Lung
H21.D043522.3_39_F.1.1,b_cells,,,Lung
